timestamp,component,metric,value,label.profile,label.run_id,label.provider,label.target_rate,elapsed_s
2026-08-10 16:50:59.788190+00:00,generator,events_sent,34.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.788190+00:00,generator,throughput_eps,459.70286478300557,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.789191+00:00,orchestrator,events_processed,2.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.789191+00:00,orchestrator,throughput_eps,35.28432105810361,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.790191+00:00,orchestrator,queue_wait_ms,7.99755859375,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.790191+00:00,orchestrator,stage_latency_ms,24.215199999161996,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.790191+00:00,generator,events_sent,35.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.791193+00:00,orchestrator,end_to_end_latency_ms,71.945068359375,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.791193+00:00,generator,throughput_eps,458.88709083506217,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.791193+00:00,orchestrator,xai_latency_ms,0.0020000006770715117,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,deterministic,,0.19
2026-08-10 16:50:59.793192+00:00,generator,events_sent,36.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.793192+00:00,generator,throughput_eps,458.2015458446276,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.793192+00:00,orchestrator,events_received,3.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.795193+00:00,generator,events_sent,37.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.795193+00:00,generator,throughput_eps,459.4520778671491,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.796193+00:00,generator,events_sent,38.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.797191+00:00,generator,throughput_eps,461.28624057804655,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.19
2026-08-10 16:50:59.798193+00:00,generator,events_sent,39.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
